UPC|SKU|DESCRIPCION_LARGA|SUBCLASE-CONJUNTO|DESC_SUBCLASE-DESC_CONJUNTO|MARCA|MODELO|NRO_LOCAL|LOCAL|LUNES_05-01|MARTES_06-01|MIERCOLES_07-01|JUEVES_08-01|VIERNES_09-01|SABADO_10-01|DOMINGO_11-01|VENTA_UNIDADES|VENTA_SOLES|STOCK_CONTABLE|OC_PENDIENTE|TRF_POR_RECIBIR|TRF_ENVIADAS
7750497880366|4312279        |MCO PINO NAT 32X90X2130MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||67|Sodimac Puente Piedra|0|0|0|0|0|1|0|1|125|5|0|0|0
7750497880403|4312309        |MCO PINO BLANCO 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||18|Sodimac Bellavista|0|0|0|3|3|0|2|8|631|34|0|0|0
7750497880403|4312309        |MCO PINO BLANCO 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||27|Sodimac Huacho|0|0|0|0|0|0|0|0|0|5|0|0|0
7750497880403|4312309        |MCO PINO BLANCO 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||30|Sodimac Villa El Salvador|0|3|1|3|0|2|1|10|799|19|0|0|0
7750497880403|4312309        |MCO PINO BLANCO 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||36|Maestro Surquillo|1|2|2|2|3|0|0|10|771|4|12|0|0
7750497880403|4312309        |MCO PINO BLANCO 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||46|Sodimac Chiclayo III|2|0|0|0|0|1|0|3|300|12|0|0|0
7750497880373|4312317        |MCO PINO NAT 32X90X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||26|Sodimac S. J. Lurigancho|1|0|0|0|0|2|0|3|405|9|0|0|0
7750497880205|4312325        |MCO PINO NAT 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||20|Sodimac Piura|0|0|0|3|0|1|0|4|328|2|0|0|0
7750497880908|436239X        |SBL PTA RT ITALO 85|0328010101     |PUERTAS INTERIOR ECONOMICA|PAMA                ||75|Sodimac Ventanilla|0|0|0|0|0|0|0|0|0|-1|0|0|0
7750497880557|4364570        |PTA INT ARIZONA 65|0328010101     |PUERTAS INTERIOR ECONOMICA|PAMA                ||22|Sodimac Puruchuco|1|0|1|1|0|0|0|3|287|3|0|0|0
7750497880557|4364570        |PTA INT ARIZONA 65|0328010101     |PUERTAS INTERIOR ECONOMICA|PAMA                ||47|Sodimac Trujillo America Sur|0|0|0|2|0|0|1|3|315|9|0|0|0
7750497880779|4364619        |PTA AC MOSEL BG 80|0328010105     |PUERTAS INTERIOR MOLDEADA ACABADA|PAMA                ||46|Sodimac Chiclayo III|0|0|0|0|0|0|0|0|0|4|0|0|0
7750497880656|4364678        |COM SANT 80MCO BI PF|0328010201     |PUERTA LISTA INT ECONOMICA|PAMA                ||36|Maestro Surquillo|0|0|0|0|1|0|0|1|225|9|0|0|0
7750497880649|4364716        |COM SANT 75MCO BI PF|0328010201     |PUERTA LISTA INT ECONOMICA|PAMA                ||38|Maestro Chorrillos|0|0|1|0|0|0|0|1|210|8|0|0|0
7750497880618|4364724        |COM SANT 60MCO BI PF|0328010201     |PUERTA LISTA INT ECONOMICA|PAMA                ||57|Sodimac Cerro Colorado|0|0|0|0|0|0|0|0|0|7|0|0|0
7750497880755|4364767        |PTA AC MOSEL BG 70|0328010105     |PUERTAS INTERIOR MOLDEADA ACABADA|PAMA                ||14|Sodimac Jockey Plaza|0|0|0|0|0|0|0|0|0|5|0|0|0
7750497880762|4364783        |PTA AC MOSEL BG 75|0328010105     |PUERTAS INTERIOR MOLDEADA ACABADA|PAMA                ||21|Sodimac Arequipa|0|0|1|0|0|0|0|1|220|6|0|0|0
7750497880786|4364929        |PTA AC MOSEL BG 85|0328010105     |PUERTAS INTERIOR MOLDEADA ACABADA|PAMA                ||11|Sodimac Trujillo|0|0|1|3|0|0|0|4|960|5|0|0|0
7750497881165|4405129        |PUERTA INT HDF BLANC MIOT 75CM|0102010104     |PUERTAS INTERIOR RUTEADAS|PAMA                ||30|Sodimac Villa El Salvador|0|0|1|0|0|0|0|1|110|0|0|0|0
7750497880052|4297008        |PTA INT DECOR BL RT 85CM|0328010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||44|Sodimac Plaza Norte|0|0|0|0|0|2|0|2|360|1|0|0|0
7750497880007|4297024        |PTA INT DECOR BL RT 60CM|0102010104     |PUERTAS INTERIOR RUTEADAS|PAMA                ||58|Maestro San Luis|0|0|0|1|0|0|0|1|120|4|0|0|0
7750497880151|4297067        |COM INT SELVA BL 70 MCO|0328010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||38|Maestro Chorrillos|0|0|0|0|0|0|0|0|0|2|0|0|0
7750497880182|4297075        |COM INT SELVA BL 85MCO|0102010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||36|Maestro Surquillo|0|0|0|0|0|0|0|0|0|7|0|0|0
7750497880069|4297113        |COM INT OPERA BL 65MCO BIS|0328010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||33|Sodimac Comas|0|0|0|0|0|0|0|0|0|9|0|0|0
7750497880069|4297113        |COM INT OPERA BL 65MCO BIS|0328010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||42|Sodimac Colonial|1|0|0|0|0|0|0|1|211|8|0|0|0
7750497880038|429713X        |PTA INT DECOR BL RT 75CM|0102010104     |PUERTAS INTERIOR RUTEADAS|PAMA                ||47|Sodimac Trujillo America Sur|0|1|0|0|0|2|0|3|475|10|0|0|0
7750497880106|4297148        |COM INT OPERA BL 85MCO BIS|0328010204     |PUERTA LISTA INT RUTEADAS|PAMA                ||20|Sodimac Piura|0|0|0|0|0|0|0|0|0|14|0|0|0
7750497880199|429730X        |MCO PINO NAT 32X60X213|0328010701     |MARCOS SIN ACABAR|PAMA                ||20|Sodimac Piura|10|0|1|2|0|2|0|15|944|52|0|0|0
7750497880236|4299876        |PTA EXT IMPERIAL 20 PIN 85CM|0328010301     |PINO RADIATA|PAMA                ||8|Sodimac La Victoria|0|0|0|0|0|0|0|0|0|5|0|0|0
7750497880236|4299876        |PTA EXT IMPERIAL 20 PIN 85CM|0328010301     |PINO RADIATA|PAMA                ||57|Sodimac Cerro Colorado|0|0|0|0|0|0|0|0|0|2|0|0|0
7750497880328|4300270        |PTA EXT CALIFORNIA BL PIN 95CM|0328010301     |PINO RADIATA|PAMA                ||5|Sodimac Primavera|0|0|0|0|0|0|0|0|0|2|0|0|0
7750497880380|4312252        |MCO PINO NAT 32X135X2130MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||63|Sodimac Comas Trapiche|0|0|0|0|1|0|0|1|180|6|0|0|0
7750497880212|4312260        |MCO PINO NAT 32X60X2740MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||12|Sodimac Chiclayo|0|1|3|6|0|0|2|12|1150|37|0|0|0
7750497880397|4312295        |MCO PINO NAT 32X135X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||54|Sodimac Ica Mega Plaza|0|0|0|0|0|0|0|0|0|7|0|0|0
7750497880373|4312317        |MCO PINO NAT 32X90X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||33|Sodimac Comas|0|0|0|0|0|0|0|0|0|6|0|0|0
7750497880205|4312325        |MCO PINO NAT 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||37|Maestro Pueblo Libre|0|0|0|0|0|0|0|0|0|10|0|0|0
7750497880205|4312325        |MCO PINO NAT 32X60X2440MM|0328010701     |MARCOS SIN ACABAR|PAMA                ||42|Sodimac Colonial|0|0|0|0|0|0|0|0|0|19|0|0|0
7750497880441|4330803        |COM INT OPERA 60 MCO BIS|0328010201     |PUERTA LISTA INT ECONOMICA|PAMA                ||16|Sodimac Ica Mall|0|0|1|0|0|0|0|1|215|3|0|0|0
7750497880915|4364236        |PTA MARKET CH40X650X2070|0102010104     |PUERTAS INTERIOR RUTEADAS|PAMA                ||36|Maestro Surquillo|0|0|1|0|1|0|1|3|319|6|0|0|0
7750497880922|4364244        |PTA MARKET CH40X750X2070|0328010104     |PUERTAS INTERIOR RUTEADAS|PAMA                ||45|Sodimac Piura 26 de Octubre|0|0|0|0|0|0|0|0|0|12|0|0|0
7750497880557|4364570        |PTA INT ARIZONA 65|0328010101     |PUERTAS INTERIOR ECONOMICA|PAMA                ||54|Sodimac Ica Mega Plaza|0|0|0|0|0|0|0|0|0|3|0|0|0
